condition_id,source,week_start,sentiment_score,sentiment_direction,post_count
0x687b8358ae0cbc82595c58a9f00ab1f12ab447c63a8940eaa3f522f10685dfcd,truth_social,2024-07-29 00:00:00,-0.6297,-1,2
0x687b8358ae0cbc82595c58a9f00ab1f12ab447c63a8940eaa3f522f10685dfcd,truth_social,2024-08-19 00:00:00,-0.69795,-1,2
0x687b8358ae0cbc82595c58a9f00ab1f12ab447c63a8940eaa3f522f10685dfcd,truth_social,2024-08-26 00:00:00,0.00025,0,2
0x687b8358ae0cbc82595c58a9f00ab1f12ab447c63a8940eaa3f522f10685dfcd,truth_social,2024-09-02 00:00:00,-0.35915,-1,2
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-06-03 00:00:00,-0.0382,0,5
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-06-10 00:00:00,0.1677,1,2
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-06-17 00:00:00,-0.1998,-1,3
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-06-24 00:00:00,-0.64563,-1,3
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-07-01 00:00:00,-0.1172,-1,2
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-07-08 00:00:00,-0.93685,-1,2
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-07-15 00:00:00,0.03487,0,6
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-07-22 00:00:00,-0.49987,-1,3
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-07-29 00:00:00,-0.74607,-1,3
0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,truth_social,2024-08-19 00:00:00,-0.6552,-1,3
